# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
VPS45	ENSG00000136631	ENST00000644704	protein_coding	0	1	0	34	0	0	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	1	16
VPS45	ENSG00000136631	ENST00000647278	processed_transcript	0	0	0	56	0	0	0	0	0	0	0	14	0	27	0	1	0	0	0	0	0	0	0	0	0	0	14
VPS72	ENSG00000163159	ENST00000354473	protein_coding	0	1	0	15	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	1	3
VPS72	ENSG00000163159	ENST00000368892	protein_coding	0	1	0	15	0	0	0	0	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	1	3
VPS72	ENSG00000163159	ENST00000463470	processed_transcript	0	0	0	14	0	0	0	0	0	0	0	5	0	3	0	1	0	0	0	0	0	0	0	0	0	0	5
VPS72	ENSG00000163159	ENST00000471423	retained_intron	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
VPS72	ENSG00000163159	ENST00000496809	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	4	0	8	0	1	0	0	0	0	0	0	0	0	0	0	3
VSIG8	ENSG00000243284	ENST00000368100	protein_coding	0	0	0	44	1	0	0	0	0	0	0	8	0	19	0	0	0	0	0	0	0	0	0	0	0	0	16
VTCN1	ENSG00000134258	ENST00000328189	protein_coding	0	0	0	236	6	0	0	0	0	0	0	10	0	184	0	0	0	0	0	0	0	0	0	0	0	0	36
VTCN1	ENSG00000134258	ENST00000359008	protein_coding	0	0	0	107	6	0	0	0	0	0	0	10	0	70	0	0	0	0	0	0	0	0	0	0	0	0	21
VTCN1	ENSG00000134258	ENST00000369458	protein_coding	0	0	0	236	6	0	0	0	0	0	0	10	0	184	0	0	0	0	0	0	0	0	0	0	0	0	36
VTCN1	ENSG00000134258	ENST00000463461	processed_transcript	0	0	0	213	0	0	0	0	0	0	0	18	0	158	0	1	0	0	0	0	0	0	0	0	0	0	36
VTCN1	ENSG00000134258	ENST00000488493	processed_transcript	0	0	0	155	0	0	0	0	0	0	0	9	0	118	0	0	0	0	0	0	0	0	0	0	0	0	28
VTCN1	ENSG00000134258	ENST00000539893	protein_coding	0	0	0	194	6	0	0	0	0	0	0	10	0	150	0	0	0	0	0	0	0	0	0	0	0	0	28
VWA1	ENSG00000179403	ENST00000338660	protein_coding	0	0	0	48	5	0	0	0	0	0	0	17	0	9	0	0	0	0	0	0	0	0	0	0	0	0	17
VWA1	ENSG00000179403	ENST00000471398	protein_coding	0	0	0	35	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17
VWA1	ENSG00000179403	ENST00000476993	protein_coding	0	2	0	50	9	0	0	0	0	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	0	2	17
VWA1	ENSG00000179403	ENST00000495558	protein_coding	0	0	0	39	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	20
VWA5B1	ENSG00000158816	ENST00000289815	protein_coding	0	1	1	136	12	0	0	0	0	0	0	4	0	107	1	0	0	0	0	0	0	0	0	0	0	1	13
VWA5B1	ENSG00000158816	ENST00000375079	protein_coding	0	1	1	132	0	0	0	0	0	0	0	12	0	107	1	0	0	0	0	0	0	0	0	0	0	1	13
VWA5B1	ENSG00000158816	ENST00000467486	nonsense_mediated_decay	0	0	0	49	1	0	0	0	0	0	0	12	0	30	0	1	0	0	0	0	0	0	0	0	0	0	5
VWA5B1	ENSG00000158816	ENST00000473325	nonsense_mediated_decay	0	0	0	110	1	0	0	0	0	0	0	9	0	85	0	2	0	0	0	0	0	0	0	0	0	0	13
VWA5B1	ENSG00000158816	ENST00000485375	nonsense_mediated_decay	0	0	0	135	1	0	0	0	0	0	0	12	0	107	0	2	0	0	0	0	0	0	0	0	0	0	13
VWA5B1	ENSG00000158816	ENST00000525343	processed_transcript	0	0	0	48	0	0	0	0	0	0	0	12	0	31	0	0	0	0	0	0	0	0	0	0	0	0	5
VWA5B1	ENSG00000158816	ENST00000530722	protein_coding	0	1	0	43	0	0	0	0	0	0	0	12	0	25	0	0	0	0	0	0	0	0	0	0	0	1	6
VWA5B1	ENSG00000158816	ENST00000534075	protein_coding	0	1	0	43	0	0	0	0	0	0	0	12	0	25	0	0	0	0	0	0	0	0	0	0	0	1	6
WARS2	ENSG00000116874	ENST00000235521	protein_coding	0	0	1	223	6	0	0	0	0	0	0	3	0	206	1	0	0	0	0	0	0	0	0	0	0	0	8
WARS2	ENSG00000116874	ENST00000369426	protein_coding	0	0	0	224	7	0	0	0	0	0	0	3	0	206	0	0	0	0	0	0	0	0	0	0	0	0	8
WARS2	ENSG00000116874	ENST00000495746	processed_transcript	0	0	0	224	0	0	0	0	0	0	0	10	0	206	0	0	0	0	0	0	0	0	0	0	0	0	8
WARS2	ENSG00000116874	ENST00000497402	processed_transcript	0	0	0	123	0	0	0	0	0	0	0	10	0	102	0	1	0	0	0	0	0	0	0	0	0	0	10
WARS2	ENSG00000116874	ENST00000497761	processed_transcript	0	0	0	21	0	0	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7
WARS2-AS1	ENSG00000231365	ENST00000413531		0	0	0	175	0	0	0	0	0	0	0	14	0	148	0	1	0	0	0	0	0	0	0	0	0	0	12
WARS2-AS1	ENSG00000231365	ENST00000418015		0	0	0	235	0	0	0	0	0	0	0	6	0	215	0	2	0	0	0	0	0	0	0	0	0	0	12
WARS2-AS1	ENSG00000231365	ENST00000425884		0	0	0	31	0	0	0	0	0	0	0	2	0	15	0	2	0	0	0	0	0	0	0	0	0	0	12
WARS2-AS1	ENSG00000231365	ENST00000440150		0	0	0	93	0	0	0	0	0	0	0	7	0	68	0	6	0	0	0	0	0	0	0	0	0	0	12
WARS2-AS1	ENSG00000231365	ENST00000445565		0	0	0	34	0	0	0	0	0	0	0	10	0	14	0	2	0	0	0	0	0	0	0	0	0	0	8
WARS2-AS1	ENSG00000231365	ENST00000457043		0	0	0	23	0	0	0	0	0	0	0	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	12
WARS2-AS1	ENSG00000231365	ENST00000667138		0	0	0	186	0	0	0	0	0	0	0	12	0	157	0	5	0	0	0	0	0	0	0	0	0	0	12
WARS2-AS1	ENSG00000231365	ENST00000667936		0	0	0	48	0	0	0	0	0	0	0	8	0	24	0	4	0	0	0	0	0	0	0	0	0	0	12
WARS2-AS1	ENSG00000231365	ENST00000670000		0	0	0	94	0	0	0	0	0	0	0	8	0	64	0	9	0	0	0	0	0	0	0	0	0	0	13
WARS2-AS1	ENSG00000231365	ENST00000685192		0	0	0	174	0	0	0	0	0	0	0	14	0	148	0	1	0	0	0	0	0	0	0	0	0	0	11
WARS2-AS1	ENSG00000231365	ENST00000688395		0	0	0	31	0	0	0	0	0	0	0	2	0	15	0	2	0	0	0	0	0	0	0	0	0	0	12
WARS2-IT1	ENSG00000224238	ENST00000423984		0	0	0	61	0	0	0	0	0	0	0	8	0	39	0	7	0	0	0	0	0	0	0	0	0	0	7
WASF2	ENSG00000158195	ENST00000536657	protein_coding	0	0	0	98	0	0	0	0	0	0	0	3	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
WASF2	ENSG00000158195	ENST00000618852	protein_coding	0	0	0	106	1	0	0	0	0	0	0	10	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR26	ENSG00000162923	ENST00000414423	protein_coding	0	1	0	124	7	0	0	0	0	0	0	20	0	89	0	0	0	0	0	0	0	0	0	0	0	1	8
WDR26	ENSG00000162923	ENST00000443112	retained_intron	0	0	0	50	0	0	0	0	0	0	0	10	0	32	0	2	0	0	0	0	0	0	0	0	0	0	6
WDR26	ENSG00000162923	ENST00000445239	protein_coding	0	0	0	42	0	0	0	0	0	0	0	10	0	21	0	0	0	0	0	0	0	0	0	0	0	0	11
WDR26	ENSG00000162923	ENST00000477425	processed_transcript	0	0	0	36	0	0	0	0	0	0	0	10	0	20	0	0	0	0	0	0	0	0	0	0	0	0	6
WDR26	ENSG00000162923	ENST00000479727	retained_intron	0	0	0	34	0	0	0	0	0	0	0	17	0	6	0	1	0	0	0	0	0	0	0	0	0	0	10
WDR26	ENSG00000162923	ENST00000479778	retained_intron	0	0	0	17	0	0	0	0	0	0	0	4	0	2	0	5	0	0	0	0	0	0	0	0	0	0	6
WDR26	ENSG00000162923	ENST00000480676	protein_coding	0	1	0	91	1	0	0	0	0	0	0	20	0	60	0	0	0	0	0	0	0	0	0	0	0	1	10
WDR26	ENSG00000162923	ENST00000486652	nonsense_mediated_decay	0	0	0	105	1	0	0	0	0	0	0	8	0	89	0	1	0	0	0	0	0	0	0	0	0	0	6
WDR26	ENSG00000162923	ENST00000489825	retained_intron	0	0	0	38	0	0	0	0	0	0	0	12	0	20	0	0	0	0	0	0	0	0	0	0	0	0	6
WDR26	ENSG00000162923	ENST00000651911	protein_coding	0	1	0	122	7	0	0	0	0	0	0	20	0	89	0	0	0	0	0	0	0	0	0	0	0	1	6
WDR26	ENSG00000162923	ENST00000678307	protein_coding	0	0	0	15	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR26	ENSG00000162923	ENST00000678555	protein_coding	0	0	0	106	0	0	0	0	0	0	0	8	0	90	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR26	ENSG00000162923	ENST00000678879	protein_coding	0	1	0	122	7	0	0	0	0	0	0	20	0	89	0	0	0	0	0	0	0	0	0	0	0	1	6
WDR26	ENSG00000162923	ENST00000678917	protein_coding	0	1	0	124	7	0	0	0	0	0	0	20	0	89	0	0	0	0	0	0	0	0	0	0	0	1	8
WDR3	ENSG00000065183	ENST00000349139	protein_coding	0	1	2	43	7	0	0	0	0	0	0	4	0	28	2	0	0	0	0	0	0	0	0	0	0	1	4
WDR3	ENSG00000065183	ENST00000369441	protein_coding	0	0	0	27	1	0	1	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3
WDR3	ENSG00000065183	ENST00000471680	processed_transcript	0	0	0	23	0	0	0	0	0	0	0	4	0	15	0	0	0	0	0	0	0	0	0	0	0	0	4
WDR3	ENSG00000065183	ENST00000487202	processed_transcript	0	0	0	23	0	0	0	0	0	0	0	4	0	15	0	1	0	0	0	0	0	0	0	0	0	0	3
WDR47	ENSG00000085433	ENST00000361054	protein_coding	0	0	0	153	2	0	0	0	0	0	0	14	0	129	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR47	ENSG00000085433	ENST00000369962	protein_coding	0	0	0	153	2	0	0	0	0	0	0	14	0	129	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR47	ENSG00000085433	ENST00000369965	protein_coding	0	0	0	153	2	0	0	0	0	0	0	14	0	129	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR47	ENSG00000085433	ENST00000400794	protein_coding	0	0	0	153	2	0	0	0	0	0	0	14	0	129	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR47	ENSG00000085433	ENST00000528747	protein_coding	0	0	0	75	0	0	0	0	0	0	0	2	0	65	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR47	ENSG00000085433	ENST00000529074	protein_coding	0	0	0	78	0	0	0	0	0	0	0	3	0	67	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR47	ENSG00000085433	ENST00000530772	protein_coding	0	0	0	79	0	0	0	0	0	0	0	4	0	67	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR47	ENSG00000085433	ENST00000531337	protein_coding	0	0	0	78	0	0	0	0	0	0	0	3	0	67	0	0	0	0	0	0	0	0	0	0	0	0	8
WDR64	ENSG00000162843	ENST00000366552	protein_coding	0	7	3	534	0	0	0	0	0	0	0	14	0	495	3	0	0	0	0	5	0	0	0	0	0	3	29
WDR64	ENSG00000162843	ENST00000414635	protein_coding	0	4	3	439	0	0	0	0	0	0	0	12	0	418	3	0	0	0	0	3	0	0	0	0	0	2	11
WDR64	ENSG00000162843	ENST00000425826	nonsense_mediated_decay	0	5	0	541	3	0	0	0	0	0	0	13	0	495	0	6	0	0	0	5	0	0	0	0	0	0	29
WDR64	ENSG00000162843	ENST00000437684	protein_coding	0	7	3	535	0	0	0	0	0	0	0	15	0	495	3	0	0	0	0	5	0	0	0	0	0	3	29
WDR64	ENSG00000162843	ENST00000461971	processed_transcript	0	2	0	78	0	0	0	0	0	0	0	15	0	54	0	1	0	0	0	2	0	0	0	0	0	0	10
WDR64	ENSG00000162843	ENST00000472717	nonsense_mediated_decay	0	2	0	219	1	0	0	0	0	0	0	14	0	186	0	4	0	0	0	2	0	0	0	0	0	0	16
WDR64	ENSG00000162843	ENST00000478331	retained_intron	0	0	0	99	0	0	0	0	0	0	0	18	0	67	0	1	0	0	0	0	0	0	0	0	0	0	13
WDR64	ENSG00000162843	ENST00000496914	processed_transcript	0	2	0	60	0	0	0	0	0	0	0	12	0	39	0	1	0	0	0	2	0	0	0	0	0	0	10
WDR77	ENSG00000116455	ENST00000235090	protein_coding	0	1	0	53	3	1	1	0	0	0	0	21	0	13	0	0	0	0	0	0	0	0	0	0	0	0	15
WDR77	ENSG00000116455	ENST00000449340	protein_coding	0	0	0	43	0	0	0	0	0	0	0	16	0	13	0	0	0	0	0	0	0	0	0	0	0	0	14
WDR77	ENSG00000116455	ENST00000459665	processed_transcript	0	0	0	35	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	0	14
WDR77	ENSG00000116455	ENST00000497278	processed_transcript	0	0	0	41	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	16
WDR82P2	ENSG00000241318	ENST00000444540	processed_pseudogene	0	0	0	18	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
WDTC1	ENSG00000142784	ENST00000319394	protein_coding	0	0	0	44	1	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	0	5
WDTC1	ENSG00000142784	ENST00000361771	protein_coding	0	0	0	40	0	0	0	0	0	0	0	4	0	31	0	0	0	0	0	0	0	0	0	0	0	0	5
WDTC1	ENSG00000142784	ENST00000447062	nonsense_mediated_decay	0	0	0	23	0	0	0	0	0	0	0	4	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1
WDTC1	ENSG00000142784	ENST00000472249	nonsense_mediated_decay	0	0	0	5	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WDTC1	ENSG00000142784	ENST00000491239	retained_intron	0	0	0	15	0	0	0	0	0	0	0	7	0	4	0	1	0	0	0	0	0	0	0	0	0	0	3
WLS	ENSG00000116729	ENST00000262348	protein_coding	0	1	0	275	4	0	0	0	0	0	0	24	0	241	0	0	0	0	0	0	0	0	0	0	0	1	6
WLS	ENSG00000116729	ENST00000354777	protein_coding	0	1	0	379	0	0	0	0	0	0	0	12	0	361	0	0	0	0	0	0	0	0	0	0	0	1	6
WLS	ENSG00000116729	ENST00000370971	protein_coding	0	0	0	86	0	0	0	0	0	0	0	14	0	66	0	0	0	0	0	0	0	0	0	0	0	0	6
WLS	ENSG00000116729	ENST00000370973	protein_coding	0	0	0	209	0	0	0	0	0	0	0	13	0	190	0	0	0	0	0	0	0	0	0	0	0	0	6
WLS	ENSG00000116729	ENST00000370976	protein_coding	0	1	0	275	2	0	0	0	0	0	0	26	0	241	0	0	0	0	0	0	0	0	0	0	0	1	6
WLS	ENSG00000116729	ENST00000471243	protein_coding	0	0	0	207	0	0	0	0	0	0	0	14	0	187	0	0	0	0	0	0	0	0	0	0	0	0	6
WLS	ENSG00000116729	ENST00000491076	nonsense_mediated_decay	0	0	0	206	0	0	0	0	0	0	0	14	0	186	0	0	0	0	0	0	0	0	0	0	0	0	6
WLS	ENSG00000116729	ENST00000491811	processed_transcript	0	0	0	43	0	0	0	0	0	0	0	7	0	26	0	3	0	0	0	0	0	0	0	0	0	0	7
WLS	ENSG00000116729	ENST00000497187	processed_transcript	0	0	0	109	0	0	0	0	0	0	0	9	0	79	0	2	0	0	0	0	0	0	0	0	0	0	19
WLS	ENSG00000116729	ENST00000498615	processed_transcript	0	0	0	53	0	0	0	0	0	0	0	24	0	21	0	1	0	0	0	0	0	0	0	0	0	0	7
WLS	ENSG00000116729	ENST00000527864	nonsense_mediated_decay	0	0	0	193	0	0	0	0	0	0	0	6	0	180	0	0	0	0	0	0	0	0	0	0	0	0	7
WLS	ENSG00000116729	ENST00000530486	protein_coding	0	0	0	210	0	0	1	0	0	0	0	13	0	190	0	0	0	0	0	0	0	0	0	0	0	0	6
WLS	ENSG00000116729	ENST00000533537	protein_coding	0	0	0	209	0	0	0	0	0	0	0	13	0	189	0	0	0	0	0	0	0	0	0	0	0	0	7
WLS	ENSG00000116729	ENST00000534713	protein_coding	0	0	0	217	0	0	0	0	0	0	0	11	0	200	0	0	0	0	0	0	0	0	0	0	0	0	6
WNT2B	ENSG00000134245	ENST00000256640	protein_coding	0	1	0	120	0	0	1	0	0	0	0	10	0	105	0	0	0	0	0	0	0	0	0	0	0	1	4
WNT2B	ENSG00000134245	ENST00000369684	protein_coding	0	1	0	40	14	0	0	0	0	0	0	6	0	12	0	0	0	0	0	0	0	0	0	0	0	1	8
WNT2B	ENSG00000134245	ENST00000369686	protein_coding	0	1	0	130	14	0	0	0	0	0	0	6	0	105	0	0	0	0	0	0	0	0	0	0	0	1	5
WNT2B	ENSG00000134245	ENST00000478360	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
WNT3A	ENSG00000154342	ENST00000284523	protein_coding	0	0	0	95	1	0	0	0	0	0	0	4	0	80	0	0	0	0	0	0	0	0	0	0	0	0	10
WNT4	ENSG00000162552	ENST00000290167	protein_coding	0	0	0	95	8	0	0	0	0	0	0	15	0	59	0	0	0	0	0	0	0	0	0	0	0	0	13
WNT4	ENSG00000162552	ENST00000415567	protein_coding	1	0	1	37	1	0	0	0	0	0	0	14	0	14	1	0	0	1	0	0	0	0	0	0	0	0	9
WNT4	ENSG00000162552	ENST00000441048	protein_coding	1	0	0	67	0	0	0	0	0	0	0	14	0	42	0	0	0	1	0	0	0	0	0	0	0	0	12
WNT9A	ENSG00000143816	ENST00000272164	protein_coding	0	1	0	84	9	0	0	0	0	0	0	12	0	53	0	0	0	0	0	0	0	0	0	0	0	1	10
WRAP73	ENSG00000116213	ENST00000270708	protein_coding	0	2	0	98	0	0	0	0	0	0	0	13	0	77	0	0	0	0	0	0	0	0	0	0	0	2	8
WRAP73	ENSG00000116213	ENST00000378322	protein_coding	0	2	0	98	1	0	0	0	0	0	0	13	0	76	0	0	0	0	0	0	0	0	0	0	0	2	8
WRAP73	ENSG00000116213	ENST00000419924	protein_coding	0	0	0	88	0	0	0	0	0	0	0	13	0	67	0	0	0	0	0	0	0	0	0	0	0	0	8
WRAP73	ENSG00000116213	ENST00000424367	protein_coding	0	1	0	97	0	0	0	0	0	0	0	15	0	74	0	0	0	0	0	0	0	0	0	0	0	1	8
WRAP73	ENSG00000116213	ENST00000465916	protein_coding	0	0	0	94	0	0	0	0	0	0	0	14	0	71	0	0	0	0	0	0	0	0	0	0	0	0	9
WRAP73	ENSG00000116213	ENST00000469643	retained_intron	0	0	0	46	0	0	0	0	0	0	0	14	0	2	0	4	0	0	0	0	0	0	0	0	0	0	26
WRAP73	ENSG00000116213	ENST00000471223	retained_intron	0	0	0	79	0	0	0	0	0	0	0	15	0	10	0	23	0	0	0	0	0	0	0	0	0	0	31
WRAP73	ENSG00000116213	ENST00000479331	retained_intron	0	0	0	32	0	0	0	0	0	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8
WRAP73	ENSG00000116213	ENST00000494884	retained_intron	0	0	0	44	0	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	26
WRAP73	ENSG00000116213	ENST00000497940	retained_intron	0	0	0	61	0	0	0	0	0	0	0	14	0	9	0	2	0	0	0	0	0	0	0	0	0	0	36
XCL1	ENSG00000143184	ENST00000367818	protein_coding	0	3	2	58	1	1	1	0	0	0	0	20	0	15	2	0	0	0	0	1	0	0	0	0	0	1	22
XCL2	ENSG00000143185	ENST00000367819	protein_coding	0	1	0	40	0	1	2	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	23
XKR8	ENSG00000158156	ENST00000373884	protein_coding	0	0	0	33	2	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	12
XKR8	ENSG00000158156	ENST00000481387	retained_intron	0	0	0	33	0	0	0	0	0	0	0	9	0	6	0	6	0	0	0	0	0	0	0	0	0	0	12
XKR8	ENSG00000158156	ENST00000674618	processed_transcript	0	0	0	27	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	12
XKR8	ENSG00000158156	ENST00000675282	nonsense_mediated_decay	0	1	0	35	3	0	0	0	0	0	0	9	0	9	0	3	0	0	0	1	0	0	0	0	0	0	12
XKR8	ENSG00000158156	ENST00000675359	nonsense_mediated_decay	0	0	0	35	2	0	0	0	0	0	0	9	0	10	0	2	0	0	0	0	0	0	0	0	0	0	12
XKR8	ENSG00000158156	ENST00000675575	protein_coding	0	1	0	33	3	0	0	0	0	0	0	9	0	9	0	0	0	0	0	1	0	0	0	0	0	0	12
XKR8	ENSG00000158156	ENST00000675759	protein_coding	0	0	0	34	2	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	13
XKR8	ENSG00000158156	ENST00000676017	nonsense_mediated_decay	0	0	0	35	2	0	0	0	0	0	0	9	0	10	0	2	0	0	0	0	0	0	0	0	0	0	12
XKR8	ENSG00000158156	ENST00000676058	nonsense_mediated_decay	0	0	0	36	2	0	0	0	0	0	0	9	0	10	0	2	0	0	0	0	0	0	0	0	0	0	13
XPR1	ENSG00000143324	ENST00000367589	protein_coding	0	2	0	748	5	0	0	0	0	0	0	10	0	711	0	0	0	0	0	0	0	0	0	0	0	2	22
XPR1	ENSG00000143324	ENST00000367590	protein_coding	0	2	0	753	14	0	0	0	0	0	0	6	0	711	0	0	0	0	0	0	0	0	0	0	0	2	22
XPR1	ENSG00000143324	ENST00000464817	processed_transcript	0	0	0	62	0	0	0	0	0	0	0	17	0	30	0	0	0	0	0	0	0	0	0	0	0	0	15
XPR1	ENSG00000143324	ENST00000467345	processed_transcript	0	0	0	27	0	0	0	0	0	0	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	17
XPR1	ENSG00000143324	ENST00000498177	processed_transcript	0	0	0	123	0	0	0	0	0	0	0	10	0	99	0	0	0	0	0	0	0	0	0	0	0	0	14
XRCC6P3	ENSG00000230318	ENST00000422187	processed_pseudogene	0	0	0	56	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	0	0	0	41
YARS1	ENSG00000134684	ENST00000373477	protein_coding	0	1	0	77	0	0	0	0	0	0	0	2	0	72	0	0	0	0	0	0	0	0	0	0	0	1	3
YARS1	ENSG00000134684	ENST00000466052	processed_transcript	0	0	0	40	0	0	0	0	0	0	0	4	0	27	0	0	0	0	0	0	0	0	0	0	0	0	9
YARS1	ENSG00000134684	ENST00000469100	retained_intron	0	0	0	10	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	4
YARS1	ENSG00000134684	ENST00000470377	retained_intron	0	0	0	58	0	0	0	0	0	0	0	12	0	38	0	1	0	0	0	0	0	0	0	0	0	0	7
YARS1	ENSG00000134684	ENST00000472692	retained_intron	0	0	0	14	0	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6
YARS1	ENSG00000134684	ENST00000478828	retained_intron	0	0	0	23	0	0	0	0	0	0	0	2	0	7	0	1	0	0	0	0	0	0	0	0	0	0	13
YARS1	ENSG00000134684	ENST00000481895	nonsense_mediated_decay	0	0	0	75	2	0	0	0	0	0	0	4	0	64	0	2	0	0	0	0	0	0	0	0	0	0	3
YARS1	ENSG00000134684	ENST00000487404	retained_intron	0	0	0	15	0	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	8
YARS1	ENSG00000134684	ENST00000490826	retained_intron	0	0	0	8	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3
YARS1	ENSG00000134684	ENST00000616261	nonsense_mediated_decay	0	0	0	73	0	0	0	0	0	0	0	5	0	65	0	0	0	0	0	0	0	0	0	0	0	0	3
YARS1	ENSG00000134684	ENST00000674629	nonsense_mediated_decay	0	0	0	79	1	0	0	0	0	0	0	2	0	72	0	1	0	0	0	0	0	0	0	0	0	0	3
YARS1	ENSG00000134684	ENST00000674654	nonsense_mediated_decay	0	0	0	79	1	0	0	0	0	0	0	2	0	72	0	1	0	0	0	0	0	0	0	0	0	0	3
YARS1	ENSG00000134684	ENST00000675785	protein_coding	0	1	0	77	0	0	0	0	0	0	0	2	0	72	0	0	0	0	0	0	0	0	0	0	0	1	3
YARS1	ENSG00000134684	ENST00000676297	nonsense_mediated_decay	0	0	0	80	2	0	0	0	0	0	0	2	0	71	0	2	0	0	0	0	0	0	0	0	0	0	3
YBX1	ENSG00000065978	ENST00000321358	protein_coding	0	0	0	53	4	0	0	0	0	0	0	17	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4
YBX1	ENSG00000065978	ENST00000332220	protein_coding	0	0	0	32	0	0	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4
YBX1	ENSG00000065978	ENST00000436427	protein_coding	0	0	0	51	0	0	0	0	0	0	0	19	0	28	0	0	0	0	0	0	0	0	0	0	0	0	4
YBX1	ENSG00000065978	ENST00000467957	processed_transcript	0	0	0	32	0	0	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	0	0	0	0	0	4
YBX1P9	ENSG00000236994	ENST00000441264	processed_pseudogene	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9
YIPF1	ENSG00000058799	ENST00000072644	protein_coding	0	1	0	124	1	0	4	0	0	0	0	7	0	90	0	0	0	0	0	1	0	0	0	0	0	0	22
YIPF1	ENSG00000058799	ENST00000371399	protein_coding	0	0	0	123	1	0	0	0	0	0	0	7	0	94	0	0	0	0	0	0	0	0	0	0	0	0	21
YIPF1	ENSG00000058799	ENST00000464950	nonsense_mediated_decay	0	1	0	124	1	0	1	0	0	0	0	7	0	93	0	2	0	0	0	1	0	0	0	0	0	0	21
YIPF1	ENSG00000058799	ENST00000465897	processed_transcript	0	1	0	97	0	0	0	0	0	0	0	8	0	68	0	1	0	0	0	1	0	0	0	0	0	0	21
YIPF1	ENSG00000058799	ENST00000469457	processed_transcript	0	1	0	99	0	0	0	0	0	0	0	10	0	65	0	4	0	0	0	1	0	0	0	0	0	0	21
